name,album,year,lyrics
Worst Behavior,Nothing Was the Same,2013, worst mothafucka never loved us fucka never loved us you aint know now you know now still at it scrub js with a toothbrush shit niggas still playing my old shit but your shit is like the police askin us questions nigga we dont know shit flexin nigga im just flexin nigga never loved us do it look like we stressin look at you look at you and look at you aww im glad that they chose us cause man its a mission tryna fight to the finish just to see am i finished on my worst behavior no they used to never want to hear us remember mothafucka never loved us remember mothafucka remember mothafucka never loved us im on my worst behavior dont you ever get it fucked up mothafuckas never loved us man mothafuckas never loved us worst behavior mothafuckas never loved us fucka never loved us worst behavior hold up hold my phone mothafuckas never loved us fucka never loved us now you want to roll one mothafucka never loved us so everywhere we go now full cup always hated the boy but now the boy is the man mothafucka i done growed up you know me you know me im liable to do anything when it comes to that you owe me you owe me you owe me bitch you better have my money when i come for that shit like o d b on my worst behavior no they used to never want to hear us remember mothafucka never loved us remember mothafucka remember mothafucka never loved us im on my worst behavior dont you ever get it fucked up mothafuckas never loved us man mothafuckas never loved us worst behavior mothafuckas never loved us fucka never loved us worst behavior whos hot who not tell me who rock who sell out in stores you tell me who flop who copped the new drop whose jewels got rocks who else making rap albums doing numbers like its pop same old pimp drake you know aint nothin changed with these funny style niggas we done put on in the game i just ask for some blessings at my grandmothers grave then its back to l a open the mail starin at the check enough to make you throw up man its gross what i net im with my whole set tennis matches at the crib i swear i could beat serena when she playin with her left oh where i reside it look like a resort inside nigga where your shit from i imported mine bar mitzvah money like my last name mordecai fuck you bitch im more than high my momma probably hear that and be mortified this aint the son you raised who used to take the acura 5 a m then go and shoot degrassi up on morningside for all the stuntin ill forever be immortalized yeah back and forth across the borderline hate to leave the city but ive got to do the overtime gone all the time even the important times i should let you know ahead im comin back on my worst behavior remember remember mothafucka remember hold up hold my phone they used to never want to hear us remember mothafucka never loved us remember mothafucka remember worst behavior
Right Hand,Right Hand (Digital Single),2015, you my right hand you my go to told me everything about you thats a bold move i know that youre out here and theres things you gotta go through just know that these streets just dont love you like i do and they never will but i swear you gotta chill you wanna grip a benz wheel and i know you cant wait you dream big and sleep late you got a lot on your plate thats why youre always working out taking pictures of yourself you dont see anybody else and youre like oh well youre like fuck it oh well my past behind me like a pony tail but you my right hand you my go to told me everything about you thats a bold move i know that youre out here and theres things you gotta go through just know that these streets just dont love you like i do and they never will okay i know you want the audi i know you want to go to maui you and all your girlfriends the ones you never bring around me cause you dont trust me like your last man did he open doors for ya buy the things you cant afford for ya cause he must have did a lot for ya i just fell back with it and now your past is behind you like the car with the strap in it thank god thats finished cause now its back to business any more henny and youre past the limit you told me bout the picture now you have to send it i would never put you on blast when i get it you my right hand you my go to told me everything about you thats a bold move i know that youre out here and theres things you gotta go through just know that these streets just dont love you like i do and they never will you my right hand you my go to told me everything about you thats a bold move i know that youre out here and theres things you gotta go through just know that these streets just dont love you like i do and they never will
Bad Meaning Good,Room for Improvement,2006, lady you say i stay in the house til four we dont even go out no more its always the same eh always complainin its obvious baby i guess you dont watch the news you see theres a lot to lose cuz we got a baby and people are shady my generation is changin aside from the fact the dealers have customers they provide with the crack front of the buses taken and we deny it from the back you can die where you from or die where you at dont put it past them i dont think that they understood my friends they aint even sit in the class when they should he can come pick you up if your dads in the hood not bad meaning bad but bad meaning good good good lady somebody shot up the place right by where i work and i think they might be coming for me next lend me ya kleenex im tellin you baby i think im a bout to cry still gotta go out tonight cuz i gotta feed you i hope that i see you again again hope that i see you see you lately i dont know about the friends that i hang with im nervous round my boys it depends on their anguish depends on if they saving all the tops on pepsi with dreams of seeing girls topless on jet skis depends on what they do to achieve that robbing r b singers specially if they know where the keys at specially if they know where they girl live get the info leave with ya money man thats how the world is thats how niggas puttin they dirt down streets are seedy i call em sesame its ernie and berts town specially when these youngns get turned down for work opportunities next week same placell get burnt down coincidink not likely not a chance how can we be so aware of these problems and not advance at least start put a bid in its hard just to fit in a lot of people only play they part when they spittin but i dont think that they understood they using this darkness for penetration in the hood i took the ivory way in and yes im glad that keenan could not bad meaning bad but bad meaning good good good not bad meaning bad but bad meaning good not bad meaning bad but bad meaning good good good
City is Mine,Room for Improvement,2007, this the record that my backpack underground fans get to get to skippin back back southern town fans get to tippin chasin fat stacks runnin down grands and submission i dont back track every single sound for me different i dont own no ice just got clean rap dont ever two step i just rock lean snap we could take it out to houston where the rides all glossed up anybody im standin besides all bossed up burglar minded they say im servin them rhymers and me and nickel f go together like burgers and diners yes im like a waiter and you something like a hater with trays in both hands place an order i can cater uh i got the diamonds in my teeth flow memphis is the reason that my rhyming and my speech slow peep though i only got pity for you lames sitting pretty in the game in the city that i claim t o r o n t o d r a k e thats me you know how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go break it down like you working for your tuition at howard mama get it how you live that thang that you working is power tryna be generous so honey heres a tip now a days its gettin cheaper to put 20s on the whip so if you a opportunist look for 20s in the clip and if you find em attractive and funny thats when you dip dip and its a trip my city broke into sections up north i got me a couple of troubles couple connections and its nothing that i created on purpose theres people that gotta problem but they scared to let it surface uh ya boy say this that and the third to em see me out and they never utter a word to em expect me not to draw a card from the deck anybody in my city going hard i respect but you got a debt and you choose not to pay that imma hop ya fence come into your yard and collect lect uh it aint a problem of concern bruh i always end up with exactly what i earn bruh this aint last year money like a cashier so hand your receipt if you tryna make a return bruh yessir i live in a city where a lot of people dont get shine shine and i be on by the fence as soon as anybody stepping out of line line and i got way too much love for the city i can never get too much of and if anybody hatin on me i deport em the city is mine boy t o r o n t o d r a k e thats me you know how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go after that break it down break it break it down after that break it down break it break it down after that break it down break it break it down after that break it down break it break it down
About the Game,Room for Improvement,2007, ho yeah uh huh its trey songz and uh d r a k k e ahahaha the boys of summer are here man ayo trey i got something mean for this one boy chances are most of the days you was lying around i made money thats why these girls eyeing me down by nineteen i might seem destined for millions promoters on my ass so im guessing they filled in i take cues from my big boy popz im the only young dude that the big boys watch they getting foul on the star but its all eyes on me like im copying some vows for the bar get it guess not picture me not strive to land in the top ten slip in the top five same thing in the top four trust im hot boy maybe even the top three trey you got me nowadays i peak they interests especially when lifes bringing them pain and lately they been stressed money making brothers should take notes see broke niggas is the problem and us is the scape goat somebody get the waiter they need a second plate a this knowledge if you aint got it you could catch it later my money and love is separate before i commit to date her i put a split in the middle and learn to separate her it aint about the rims on my truck aint about the ice on my watch aint about the coupe or my truck baby its about the game ridin low layed back in the seat when i creep thats just how i roll with some fresh nice ones on my feet girl thats how it goes and im tryin to find a chick i can meet who aint bout the dough cause it aint all about that no more when you ask why i hustle in the streets thats just who i be yo i live for the dough for the flow for feelin free aint too many other dudes you can choose to get this luxury but without it all im still about the game the haters wanna hate but it aint no thing no because the ladies choose to love me it aint about the shoes that ive got aint about my dough or my rocks aint the life i live it dont stop baby its about the game 
AM 2 PM,Room for Improvement,2006, yo i wake up every morning shower gather my belongings head to works i get some breakfast cause still a nigga yawning from the night before at the club i was up im trynna live only twenty two my nig bout to be twenty three ya dig yo i wake up every morning shower gather my belongings head to works i get some breakfast cause still a nigga yawning from the night before at the club i was up im trynna live only twenty two my nig bout to be twenty three ya dig time dont wait for none of us thats why i gotta chase my dreams make my momma proud so she can show off all her pearly teeth and be half the man my dad was i thank god he was in my life i realize how many leave they wives so deep inside either i need to make this music work or move from the earth im preachin fire need a choir bout to take you all to church my congregation bombed the nation with this hip hop we in the race to fame blowin pass the pit stops i heard the prize was some chicks and a wrist watch and all you gotta do is go to jail or get shot yeah nick cop but he aint never get popped how we gonna get pop fans give em a quick shot now i get ya chick hot with my wrist watch yeah shorty drip drop when it tick tock its kinda sick huh ay jay put an end to all the bickerin and tell them niggas this is nicks spot they dont keep it fresh enough i got it zip locked saran wrap anthrax it make ya sick huh im hot as fire wanna put me out with piss huh reached to do it and realized his dick stuck it aint as easy as it looks we go through some shit you cut us a check then we go through some hits then you show us respect then well say you legit and this is the life that i lead from am to pm im trynna get that cash then watch how tall it grows soon as we get the ass we start callin em hos the concept you dont grasp im guessin you too old and this is the life that i lead from am to pm ayo i stay up every evening write that shit that they believe in djs run it they approach me and its praise i be receiving from the night befo at the club fake i d my record spins got me dancin right outside since these niggas wont let me in well guess again slip around the back and get it crackin and all the bottles wrapped in cellophane and party where the best have been hundred grand nickle f that niggas the next to win virgina gon rep for him and memphis represent for me to the tenth degree tennekey t dot to the country yall orange mound and whitehaven and back up north to montreal i aint ashamed my city aint on the map people get to thinking they really light that fire realize they aint born to rap so they give it pass the torch and sell they soul for enough to throw cash in storage maybe they can bring they career back but these niggas right here aint trynna hear that cause im on set make it work break even on 9 to 5s cigarettes and lotto tickets tryna keep that grind alive all my uncles they hit the casino when they get they check my cousins they paint they slabs and pop pistols to get respect this cant be life dominoes and chief and dro and twenty stacks single mothers phonin cheaters just to get they honeys back purple drink and trips to krogers just to get they money stacked rest in peace to skummy this reality not funny rap you think its funny till these youngings suck a bunny pull the jackrabbit out and get to screamin where the money at 
S.T.R.E.S.S.,Room for Improvement,2006, yeah ren m o f haha its drake man its drake man yeah ayo ren this that gritty shit here man ima have to tell them about i been through on this know what i mean ho southern smoke very few give you that truth its either they cant do it with lyrics or cant do it in spirit they cancel what they doin the samples that they usin cant get through the clearin ill handle it since they just cant get you to hear it my fathers early careerin forced my parents to split up my mother was a teacher my father was kind of fed up with just being a florist so the choir sang his chorus and he got back into doin what he was doing before us because money is an issue your son he gon miss you and plus you got a wife at home cause mommy still exist too now you lookin for exes you aint never expect this you end up doing time and me i end up with a step sis nobody passing judgment they question where the drugs went you know i hold you down because without you id be a wasnt and mommy imma support her i keep it all in order see her with tears in her eyes or you arrested at the border but i got stress on my shoulders trying to keep my heart pure but this world is makin it colder young black man dodge your bullets trying to get older and you wonder why we turn to drugs and chain smokers its stress my nigga im just tryna live my life cuz make a little money find a bunny to make my wife cuz bo bo bo bo im just trying to live my life cuz make a little money find a bunny to make my wife cuz bo bo bo bo this is my life and so the rest has kinda been cool question what i been through i write a addressin it and yes i might offend you picture when i was in school me being the closest thing to black and guess what rap music what i was into rest of the kids were sheltered i never liked to fight but when someone called me a nigga id punch em i couldnt help it now im grown i can say what it is its parents that got these black and filipino nannies raisin they kids and your daddy want it very right i make you happy plus im jewish he dont approve i think he want you to marry white he want sinatra at the wedding not barry white cause black is black honey even if hes very light and so i never been for dinner at they places always brutally honest and so i pin it to they faces i live it so the case is whether drake is way ahead of his time or inquisitive and racist am i hot as the rest should i strive for my spot as the best like girls with double ds i got a lot on my chest theres questions that need to be answered thats not on the test instead of starin at quizzes now its models with breasts and yes when im dismissed after a tedious listen i sit at home and say i should of been a pediatrician homie i probably couldve been on tv consistent an artist like pablo maybe peteys assistant and my mindset is come and get me im all alone at home with my mom and grandma and aint nobody runnin with me so if you got the heart to come in here and kill a lady daughter and her grandson nigga get the handgun if not you gon make me call the burbs out in richmond that have you niggas laying out on the curb they some hitmen last couple of months i done probably been around the world and back and i dont wanna question half the places nick been 
Extra Special,Room for Improvement,2007, yeah ho its drake uh uh ho do that dance do that dance you special girl dont leave me baby to find another just like you wont be easy baby so at least i know where the ones at baby just promise me if you go that youll come back look i ought to be thankful with women i have plenty of luck and when it comes to relationships many is stuck look at fifty you make love thirty you have sex somewhere around the tender age of twenty you fuck or maybe before im here waiting to score its long gone like brothers having a tape in their car instead these girls taking it raw now they tell you to do whatever you want because its safe to explore forget wait till its right now its wait till its more wait till he get gets a deal girl wait till the tour so they dance to attract me advance and attack me to the point that drake compare me to anthony mackie but once they have my pants and my khakis i tell them im not one for commitment and romancing exactly because i hate waking up undressed with a dame and guessing her name i hope this shit is destined to change you special girl dont leave me baby to find another just like you wont be easy baby so at least i know where the ones at baby just promise me if you go that youll come back you special girl dont leave me baby to find another just like you wont be easy baby so at least i know where the ones at baby just promise me if you go that youll come back i dont get it its like my fairy was sick its like i meet the perfect girl and she put me through some various shit its something that i can rarely predict all i know is that i can never find the love that tyler perry depict im guessing maybe shemar moore isnt really all pure maybe i lie to myself and its like a small cure i tell it all to her i gotta feeling this feeling inside is something its like and cant be all sure because really what is a window without a car door why i cant settle for one instead of all four mu mind is clouded this shit complex here jason tell me imma have a baby by next year psychic told me imma have three kids i dont want my daughter making a song like teairra mari did so imma change yeah this summer is grown im running along before i raise one of my own you special girl dont leave me baby to find another just like you wont be easy baby so at least i know where the ones at baby just promise me if you go that youll come back you special girl dont leave me baby to find another just like you wont be easy baby so at least i know where the ones at baby just promise me if you go that youll come back believe me baby stevie baby d r a k eezzy baby so do that dance do that dance go head girl and do that dance uh uh uh uh uh uh believe me baby stevie baby d r a k eezzy baby so do that dance do that dance go head girl and do that dance uh uh uh uh uh uh yeah because you special baby yeah this the remix right here yeah trendsetters drake its southern smoke
Special,Room for Improvement,2006, uh yeah man vo back again like we never left huh im sending this out to any of my girls thats different man anybody thats special you know i wanna be honest with you women so imma start off like this uh look im bold from the get go go by the title of drake and treating me like the rest is a vital mistake im hopin that aint nobody else as special as you when i say ive been disappointed im addressing a few i finesse then i groove while most of the 8 to 9s in my past now get a rating thats less than a 2 its true i been talking to aleshia keisha and nadia and shadia had to throw peace signs to a lot of yas payback to the same chicks from way back never call now they wanna be where i stays at now they got the new boy im trying to move forward and pass me classy something like drew lord a new me cool see i never get around if i dont change now i dont think ill ever settle down even if i gotta travel a bit ill go around the world and back cause i know that once i have it thats it and uh you cant just love me like they do i need someone special in you i know that out there theres a few see ive been searching i dont what to do can you help me she gotta be special by that i mean that you gon hold me down you gotta be special cause you never know how people stick around gotta be special a girl i can love that sees nothing wrong with getting used to me yeah my name aint change but im far from the man that i used to be since a young dude the flow was nasty acidic ever since the demo dog and groupies are gettin brave now they ask me for rappers i write em a verse and ask me to spit it but i pay no mind though cause they know i know hard as these niggas working man they wont sign so drake and vo back i take it you know that you take it sitting down or you can take it to gold black and since drake done took it from curls to waves its been kind of like a whirlwind phase i mean i had my share of women now a nigga gettin girls for days with most of em its seemin like they world is staged but from georgia to bk and all around the world get your hands in the air if your avoiding the cliche if youve been hurt and you alone be steady these the same dudes from rewind grown and ready and uh you can just love me like they do i need someone special in you i know that out there theres a few see ive been searching i dont know what to do can you help me special by that i mean that you gon hold me down gotta be special cause you never know how people stick around special a girl i can love that sees nothing wrong with getting used to me yeah my name aint change but im far from the man that i used to be look theres requirements to be an admirer still the new version of fresh needa a nia or tyra so we can be jenny and swayze i told you im careful with my heart girl many have played me or maybe its karma they say is a charmer halfway to a knight so i stay in a armor im fire on the move a tire looking smooth im not perfect but i got a desire to improve im special like kids in a graduating class having more trouble than others when adding basic math need you to be special like areba to cootmore double o top secret agents with suits on something so deep it da drown me friends are some cool dudes i vouch for the people around me on your end its simple all you have to do is give me no reason for other lovers after you and uh you cant just love me like they do i need someone special in you i know that out there theres a few see ive been searching i dont what to do can you help me special by that i mean that you gon hold me down special cause you never know how people stick around gotta be special a girl i can love that sees nothing wrong with getting used to me yea my name aint change but im far from the man that i used to be vo and d r a k e we them boys that you came to see yep we take it to the same degree so let loose since you came with me vo d r a k e we them boys came to see yeah we take it to the same degree so let loose cause you came yep we take it to the same degree so let loose since you came with me vo d r a k e we them boys came to see yeah we take it to the same degree so let loose cause you came 
Drake’s Voice Mail Box #3,Room for Improvement,2006, bro and let s put this whole mathematics together dawg once again it s a whole gang from room for improvement so we about to be taking over this year right riiight yo drake what up this is keeyaga your boy here umm i don t know why you re not picking up the phone you re probably out you know talking to lindsay lohan or will be talking to her eventually but yo check it out it s your boy keeyaga i m just calling to say what up haven t talked to you in forever indefinitely you know we need to go you know downtown toronto kick it together and do what we gotta do but uh i gotta you know get off the phone because i have you know beyoncé you know even mendes all on the other line so yo do what you gotta do and holla at your boy man all the best peace
Come Winter,Room for Improvement,2006, yeah this dedicated to canada man the whole up north a lot of people dont realize how cold it gets during the winter but listen i met this new girl late june or early july i called her a bunch of times but she barely replied now its december im driving and shes like wheres my hi its weird that i never called you cause i rarely get shy see that was a segue i believe the matter is what happens after the season where the leaves just scatter where the timb laces get tighter and parka hoods flip up drug dealers standing in their park or hood slip up where girls become exes from summers caught hoin the winter cars come out the summer cars go in and some places is breezy and some it start snow ing and if you planning family vacations you better know when but some mothers scared to send they daughters out the city instead she get a sweater that she bought her out of pity cause mom stays up late she seen them videos where cancun college students pouring water on their titties yeah man its a funny thing going through the winter up here man a lot of girls yknow wanna get close you might think they the one but just wait nah mean take it slow forget to mention this girl that never gets to the beach she lives just west of my street and so we destined to meet since im driving i ask her how to get to the suite she doesnt answer opens the door and just gets in the seat she throws her bag in the back and starts adjusting the heat shes bold but i roll with it im impressed cause shes sweet then she says i heard your song and im obsessed with the beat i mean the lyrics are good but im obsessed with the beat i love it when voyce sings and the chorus is good theres a couple things in the song that i suggest you repeat off this im kinda taken back for a second i get her number she tells me to call her after this session and so i do and its kind of awkward the surface hard to scratch until we end up sexin and now my heart attached im thinkin off i shouldve been more southern and realizing all that she wanted was that indoor lovin and ho yeah uh i told yall i had a story for you right uh ya man its what it is and now im proud to have her like montreal to the frizzench she love to play hurt like carter did on the bizzench but my boy say im actin different because i lay downtown and i still i rush to pick her up from work and fizzench she tellin everyone imma hold here down tell everyone im the prince up in this cold clear town and stupid me i just listen to her instead of wondering if this is really gon last me the whole year round but then spring shows up and its dallas in this bitch the weather starts to resemble the holidays she missed when we were together it seeming like way back when ball players hop on the plane and make it way back in see she used to play piana and now she never wait for santa instead of saving for marriage she saving for caribana and its a shame she had me convinced that she couldve been a dime i guess i lost another one to the wintertime and watching winter turn to spring strolling in the park and watching winter turn to spriing i remember them encore pms breakfast and the wake up now drakes committed we waiting on the breakup so we can get back to them cognac nights with dress codes and light skinned girls that wont act right and i laugh cause my previous lifestyle was quite wild the winter came and blew his cold air through back then light sweaters and a couple drinks might get her by the end of the week i would know that crew and wed assembled a trio a whole new scene with three ladies in the shot we never broke routine at the end of every cut when the cameras are rollin we had ladies hearts always gettin damaged and stolen but this summer is different its a two man operation granted the fact that we one man short got love for him he can watch this new man stop a nation cause handlin crack is a one man sport instead of dress up i walk in sweat pants and charms clinkin i find a girl we step dance and calm drinkin the face the breast the bras the toes im still solo and a long night draws to a close cause its a fact if she come to the crib and i get some ass inside well never talk again scary and true that song special i recorded with voyce well its like a classified its what im lookin for to carry me through yet i cant seem to find it every girl that possesses it only wants a friendship causing me to forget the shit and when they talk about they past and lovers and you get mad at the thought of it giving ass to others yet you find peace with yourself now least theres some room to ride theres also room for improvement as soon as june arrive strolling in the park and watching winter turn to spring strolling in the park and watching winter turn to spring strolling in the park and watching winter turn to spring
Do What You Do,Room for Improvement,2006, stance on lean leg up on the wall my niggas chill why you niggas wanna ball im satisfied with a little why you niggas want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do getting down tonight if they say you cuttin a lot of dudes in my city they aint saying nothin a lot of records from here they get no play and these labels dont give advances so you get no pay them little rims on the ride imma let those stay so these nosy niggas dont know that i get checks all day whats he worth fans keep trying to guess it my record aint even finish they keep trying to press it boi 1da and drake if its beef i address it and the black phantom is here soon as visalia exit both of the deals nothin under a mill we know you got it to give and we trying to collect it long as i got me some heat through the winter drake known as a pro ima teach you beginners bout to ink with a major like sheets through a printer for features yall better get me while its cheaper than dinner cause me and 1da trying to get at your girl if you see her tell this nigga got some beats imma send her stance on lean leg up on the wall my niggas chill why you niggas wanna ball im satisfied with a little why you niggas want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do stance on lean leg up on the wall my niggas chill why you niggas wanna ball im satisfied with a little why you niggas want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do check the verses im writin you might wanna learn it you hatin my song but your wife wanna burn it so now you at the store for some blank cds you cant see me for your sake might wanna return it cause if you bring them discs home to ya girl shell forget you and ill be the only one she concerned with to the people that ignored me before this this one is for you as a song re recorded funny thing is you just notice me now but i was here along your visions just been distorted im so throwed wilin in this you ask me what the business is and ill write a sixteen and record it the waiting is over i think music needed drake cuttin his records without gettin weeded people in the south want it chopped and screwed i got this dude they expectations ima exceed it like a single with only backgrounds yall record and when its done ya lyrics tend to mislead shit finally here ima star with the timin my swagger is chill and my flow is reclinin this for anybody thats searchin for cash and purchasin fast you only get the dough when you grindin and so i grind like im listening to i wayne my pain you can experience through the rhymin boy stance on lean leg up on the wall my niggas chill why you niggas wanna ball im satisfied with a little why you niggas want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do stance on lean leg up on the wall my niggas chill why you niggas wanna ball im satisfied with a little why you niggas want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do two years ago a friend of mine asked me to kick some new school lines and so i sent him a rhyme it was fresh to death now not signing me is somethin that the rest regret then i hopped inside the cadillac the chauffeur drove off and we never came back stance on lean leg up on the wall my niggas chill why you niggas wanna ball im satisfied with a little why you niggas want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do
A Scorpio’s Mind,Room for Improvement,2006, niggas in the city hating me man they tripping when im the only one thats really spitting my nigga lil lee the only one thats really gripping why you dap me up acting like like we cool if you dont feel him nigga uh im bringing back hip hop me and my nigga drake va toronto hip hop aiight let me take my jacket off unlace the timbs here again comes the jabberjaw this time im blabbing on these rappers that feel a certain way but they give me dap and all mad cuz the freestyle iller than they whole catalog i got the gift like santa claus flow got spring like a catapult matter fact the flow supreme like diana ross im at the do like a deer with the antlers off niggas acting like scummy was they nigga wouldnt even give my man a 12 bar feature i know who you are cause he wanted me to eat ya i said nah lets keep it peaceful my nigga was a true weed source he gave it to us for a cheap cost at prices we all could eat off a real street dog the type of nigga that yall niggas be studying learning how to get street off we have an impostor alert the doctor bout to hit him up with the chopper like blaka shock em like blanka from street fighter heat got a hurricane kick murder everything quick look my new ryu nine is stupendous why do guys choose my crew to pick wit my crew lie you guys into ditches i said it and meant it the scorpios mind has many dimensions ill say it in intent sentence indent on instant pimpin hope your listenin to my diction if you are then you now should be itchin that its crack we placed in your stereo system yeah i be at your burial trippin nickelus f from richmond va the scorpios mind is not a game to play wit all day ive been hated by many wanted by plenty disliked by some but confronted by none since they dont show me sincerity i load up lock up take shots at em i guess you could call it a parody and compared to d they one fourth from watermelon to a quarter felon dude you a pear to me if thats not how it is its how it appear to be you got blind heaters in my sweats is a mind reader and when the psychic get to touching my palm seein your physical the things that you never say to me visible especially when one of your artists feeling threatened cause im harnessing a weapon wont you pardon my reflection mirror mirror tell me why they wanna get and scrimmage and play around to perfection im the spitting image my verbal camp is vivid i told you im spitting image it seems we often want to start but never get to finish my verbal campus is villanova and those of you feelin hova and writing college rhymes but the thrill is over let me assist you like a specialist so you can pull it back and try catch the metaphors and the rest of this its not a problem wit x i guess im a pessimist which means if shit goes bad i say i expected this and me and julien we never got the chance to communicate instead of understanding its a tune of hate the citys mine like oklahomas a sooner state and were gonna have to cross paths whether soon or late so why dont you walk up in the spot using less strut you aint morris chestnut you lighter and less cut and lets be honest by now you should be your own scholar you still a protegé thats the reason i dont holler you got rappers being repetitive actors you stay ahead of the game im ahead of the practice boy
Drake’s Voice Mail Box #1,Room for Improvement,2006, the man drake puts it the fuck down he s doing his thing he s got the hottest mixtape on the streets it s early it s nasty he s putting it the fuck down you know what i m sayin listen to that shit do your thing aiiight off the hook from this tape you know how we get down that s how we do it the real house party baby let s go let s go let s go yo nigga what s up this is glenn lewis man had to holla at my boy drake the incomparable illustrious lyrical genius hailing from the one and only toronto up north throwed niggas pay attention how my nigga get down drake let em have it man 06 you know how we doing it this year we doing it big man we bout to set this whole country on fire bout to put this place on the map let s get it
Pianist Hands,Room for Improvement,2006,thank you ms graham for coming today you look very nice today sorry thats not professional i guess they say in canada dont mingle business with pleasure or something like that so we have to talk about aubrey or how he likes to be called drake as i always like to say there is room for improvement in his learning from piano he talks a lot huh he socialize when im teaching okay and when its time for him to play he doesnt have pianist hands if you need example me mozart and ray charles all of us have pianist hands im the only one living with this hands i guess heh im kidding im just kidding umm it seems like he likes the music and he obviously has a reason but there is so much room for improvement you know speaking of improvement i dont think you ms graham need any of it heh im kidding im just kidding haha
All This Love,Room for Improvement,2006,southern smoke this another one from your boy v o im gon tell the people that we locking this down this another one from your boy v o im gon tell the people that we locking this down i never dreamed that you would be so good to me and i know i dont deserve all this love i cant believe that its just really you and me and i know i cant contain myself all this love girl ive been thinking about the way that you love me every day and i want to know if you feel the same way because im in and out of town thats just how i gots to get down but you understand thats why im your man i never dreamed that you would be so good to me and i know i dont deserve all this love i cant believe that its just really you and me and i know i cant contain myself all this love uh uh uh yeah yeah uh uh uh yeah yeah they say he wanted the bounce back i can make them easily admit that the bounce back without knowing exactly where my accounts at yeah you best believe that i often tend to surpass what the rest achieve so they dont like me they throw parties and yet they never invite me i cant lie sometime it bother me slightly either way the true fans yell i appear calm and its obvious of who cant tell and no this aint blu cantrell this is like perfection though we both got the light complexion couple things i do damn well and the way that i jack son you figure drake knew sam l im for real though im from memphis im often labeled as trill so they stay kicking it with me like a field goal see im humble but i live fame for more deals on the table than abridge game ahh i never dreamed that you would be so good to me and i know i dont deserve all this love i cant believe that its just really you and me and i know i cant explain myself all this love even when the sun dont shine i know youre my sunshine and even if the sun outside we can anything baby i need to feel you next to me you want to feel me next to you we can do anything you want to do tell me the next morn baby i never dreamed that you would be so good to me and i know i dont deserve all this love i cant believe that its just really you and me and i know i cant contain myself all this love 
